word_id,root_id,sequence,sequence_2
855,2586,2,NULL
855,267,1,NULL
1002,5,1,NULL
1002,553,2,NULL
1002,1064,3,NULL
7737,1553,2,1
7737,2587,1,2
7738,878,3,NULL
7738,1572,2,NULL
7738,1384,1,NULL
7739,2588,1,1
4524,2589,3,NULL
4524,342,2,NULL
4524,58,1,NULL
7741,822,3,1
7741,1906,2,2
7741,2590,1,3
7742,842,3,NULL
7742,2591,2,NULL
7742,1024,1,NULL
6036,2550,2,NULL
6036,1024,1,NULL
6036,2540,3,NULL
23659,987,2,NULL
7377,30,1,NULL
7377,2592,2,NULL
7377,2693,3,NULL
7743,822,3,NULL
7743,2594,2,NULL
7743,2593,1,NULL
553,2345,1,NULL
7745,35,1,NULL
7745,1018,2,NULL
7746,2380,2,NULL
7746,2597,1,NULL
7747,58,1,NULL
7747,1007,3,NULL
7747,2598,2,NULL
7748,1872,2,NULL
7748,1090,1,NULL
7748,263,3,NULL
7749,987,3,NULL
7749,2599,2,NULL
7749,1516,1,NULL
1327,771,1,NULL
1327,805,2,NULL
7750,822,3,NULL
7750,1044,2,NULL
7750,1772,1,NULL
1284,1118,2,NULL
1284,869,3,NULL
1284,576,1,NULL
7751,2127,1,NULL
7751,1118,2,NULL
1347,374,2,NULL
1347,1081,1,NULL
7752,4124,3,NULL
7752,404,2,NULL
7779,2601,2,1
7779,2600,1,2
7780,869,2,NULL
7780,2602,1,NULL
11241,3801,1,NULL
7781,2604,1,NULL
7782,2603,2,NULL
7782,2300,1,NULL
7783,1304,2,NULL
7783,2604,1,NULL
7784,3,1,NULL
7784,252,2,NULL
7785,467,1,NULL
7785,331,2,NULL
1210,910,2,NULL
1210,1811,1,NULL
7787,2540,2,NULL
7787,2606,1,NULL
7788,959,2,NULL
7788,3524,1,NULL
7789,2491,1,NULL
7789,1064,3,NULL
7789,1872,2,NULL
7790,934,2,NULL
7790,1431,1,NULL
7791,2609,3,NULL
7791,2491,1,NULL
7791,994,2,NULL
7360,2610,2,NULL
7360,121,1,NULL
7360,910,3,NULL
7794,1064,2,NULL
7794,2611,1,NULL
7795,1270,2,NULL
7795,1024,1,NULL
7795,1035,3,NULL
7796,823,3,NULL
7796,658,2,NULL
7796,1177,1,NULL
7797,1736,2,NULL
7797,457,1,NULL
7798,1064,3,1
7798,1736,2,3
7798,457,1,2
7799,1872,1,NULL
7799,979,2,NULL
7800,2612,1,NULL
7801,888,2,NULL
7801,2612,1,NULL
7802,2101,2,NULL
7802,788,1,NULL
7803,1490,3,NULL
7803,1368,2,NULL
7803,3478,1,NULL
7806,976,2,NULL
7806,2614,1,NULL
7807,959,3,NULL
7807,2843,2,NULL
7807,1283,1,NULL
7808,959,3,NULL
7808,1399,2,NULL
7808,2418,1,NULL
6506,987,2,1
6506,2616,1,2
6029,35,1,NULL
7809,3525,2,1
7809,2617,1,2
568,878,3,NULL
568,2969,1,NULL
568,1679,2,NULL
7810,2619,2,NULL
7810,2203,1,NULL
7832,809,3,1
7832,246,2,2
7832,2001,1,3
7833,809,3,NULL
7833,403,1,NULL
7833,246,2,NULL
1021,1597,1,NULL
7834,246,2,NULL
7834,886,3,NULL
7835,1082,2,1
7835,2620,1,2
7836,2621,2,NULL
7836,1082,1,NULL
7837,784,1,NULL
7837,701,2,NULL
8423,4085,3,NULL
7838,2623,3,NULL
7838,2380,2,NULL
7838,6,1,NULL
7838,811,4,NULL
7839,1275,2,NULL
7839,159,1,NULL
5394,1576,4,NULL
7840,508,2,NULL
7840,617,1,NULL
7840,2752,3,NULL
7841,508,1,NULL
7841,722,2,NULL
7842,692,2,NULL
7842,91,1,NULL
6022,1872,2,NULL
6022,1843,1,NULL
6022,880,3,NULL
7846,870,3,NULL
7846,1014,1,NULL
7846,604,2,NULL
7847,1650,4,NULL
7847,1112,2,NULL
7847,1516,3,NULL
6452,822,3,NULL
6452,2185,2,NULL
6452,21,1,NULL
7848,1048,3,NULL
7848,1050,2,NULL
8784,1422,2,NULL
7849,853,3,1
7849,1265,1,3
7849,2626,2,2
7850,1137,2,NULL
7850,3,1,NULL
7850,911,3,NULL
117,809,2,NULL
117,1836,1,NULL
7851,1875,2,NULL
7851,1703,1,NULL
7852,1703,2,NULL
7852,43,1,NULL
7852,822,3,NULL
7853,2418,2,NULL
7853,43,1,NULL
7853,987,4,NULL
7853,1709,3,NULL
7854,823,3,1
7854,2627,2,3
7854,2905,1,2
8784,35,1,NULL
7855,822,3,NULL
7855,1703,2,NULL
8784,846,3,NULL
7856,2628,3,NULL
7856,2591,2,NULL
7856,100,1,NULL
7857,110,1,NULL
7857,2005,2,NULL
7858,770,1,NULL
7859,869,3,NULL
7859,1980,2,NULL
7859,999,1,NULL
7860,1459,1,NULL
7860,878,2,NULL
1542,553,2,NULL
7699,1426,2,NULL
7699,2632,1,NULL
494,884,2,1
494,2633,1,2
7700,812,2,NULL
7700,1463,1,NULL
7701,822,2,NULL
7701,1596,1,NULL
7392,3704,3,NULL
7392,963,2,NULL
7392,2635,1,NULL
7703,878,3,NULL
7703,1463,2,NULL
7704,814,3,NULL
7704,1772,2,NULL
7704,2636,1,NULL
4535,1650,3,NULL
4535,652,2,NULL
4535,100,1,NULL
7702,1721,2,NULL
7702,1935,1,NULL
7705,3711,2,NULL
7705,100,1,NULL
7706,1056,2,NULL
7706,1659,1,NULL
7707,813,2,NULL
7707,2610,1,NULL
7709,1393,2,1
7709,2641,1,2
1643,766,1,NULL
1643,278,2,NULL
7954,822,2,1
7954,326,1,2
7955,1222,2,1
7955,326,1,2
7956,722,3,NULL
7956,30,2,NULL
7956,1125,1,NULL
7957,326,1,2
7957,1240,2,1
7958,842,3,NULL
7958,1024,1,NULL
7958,1506,2,NULL
7630,876,2,NULL
7630,1506,1,NULL
7959,118,1,NULL
7959,133,2,NULL
3352,204,1,NULL
121,1642,2,NULL
121,2644,1,NULL
1292,1290,1,NULL
1292,4085,3,NULL
6253,4085,3,NULL
6253,217,2,NULL
7976,1439,1,NULL
7976,205,2,NULL
7977,217,2,NULL
7977,100,1,NULL
7978,1358,1,NULL
7978,1702,2,NULL
3939,100,1,NULL
3939,217,2,NULL
7980,341,2,NULL
7980,1024,1,NULL
7903,2999,2,NULL
7903,1694,1,NULL
7982,959,2,NULL
7982,2232,1,NULL
1364,2465,2,NULL
1364,2232,1,NULL
2429,959,2,NULL
2429,1037,1,NULL
7960,59,1,NULL
7960,2648,2,NULL
10403,185,1,NULL
1182,748,1,NULL
1182,3346,2,NULL
1397,2056,2,NULL
1397,1104,1,NULL
1397,1490,3,NULL
7961,490,2,NULL
7961,1104,1,NULL
7961,874,3,NULL
1066,182,1,NULL
1066,902,3,NULL
1625,782,1,NULL
1625,740,2,NULL
1625,987,3,NULL
5388,897,3,NULL
5388,485,2,NULL
5388,1384,1,NULL
8063,3339,2,NULL
8063,1002,1,NULL
8065,2651,2,NULL
8065,1050,1,NULL
8066,2652,1,1
889,868,3,NULL
889,781,2,NULL
889,58,1,NULL
6023,2,1,NULL
6023,1689,2,NULL
6033,813,2,NULL
6033,1316,1,NULL
8067,1971,2,NULL
8067,2533,1,NULL
5427,4085,3,NULL
5427,2653,2,NULL
1192,1112,1,NULL
1192,2060,2,NULL
8068,1650,2,1
8068,1575,1,2
7584,4086,2,NULL
8072,1064,2,1
8072,2654,1,2
8073,803,3,NULL
8073,58,1,NULL
8073,3178,2,NULL
8075,1597,1,NULL
8077,2890,2,NULL
8077,58,1,NULL
5423,1679,2,NULL
5423,1290,1,NULL
1057,869,2,NULL
1057,1671,1,NULL
8044,987,3,NULL
8044,2363,2,NULL
8783,2651,2,NULL
8045,2,1,NULL
8045,823,3,NULL
8045,1581,2,NULL
1365,1839,2,NULL
1365,297,1,NULL
1148,2999,2,NULL
1148,1694,1,NULL
8049,987,3,NULL
8049,4198,2,NULL
8926,1014,1,NULL
1532,3563,2,NULL
8050,31,1,NULL
8050,510,2,NULL
8050,3560,3,NULL
8051,823,3,NULL
8051,2659,2,NULL
8783,2873,1,NULL
4540,1391,2,NULL
4540,1093,1,NULL
4540,820,3,NULL
3634,908,3,NULL
3634,1762,2,NULL
3634,93,1,NULL
6228,2,1,NULL
6228,896,3,NULL
6228,1708,2,NULL
8025,1240,3,NULL
8025,2298,2,NULL
8823,897,2,NULL
1408,185,1,NULL
1408,909,2,NULL
20309,2248,2,NULL
4257,210,1,NULL
4257,3609,2,NULL
8026,3,1,NULL
8026,987,3,NULL
8026,1038,2,NULL
8029,897,3,NULL
8029,1439,1,NULL
8029,1471,2,NULL
7469,100,1,NULL
7469,809,3,NULL
7469,2250,2,NULL
8964,609,2,NULL
8031,2537,1,NULL
3549,1031,1,NULL
3549,840,4,NULL
8823,2237,1,NULL
3549,2905,2,NULL
8161,2641,1,2
3967,1230,2,NULL
3967,1734,1,NULL
3967,3528,3,NULL
1507,1872,1,NULL
8033,35,1,NULL
8033,92,2,NULL
8033,1694,3,NULL
8033,4168,4,NULL
8095,872,3,NULL
8095,1253,2,NULL
8095,1529,1,NULL
8097,449,2,NULL
8097,987,3,NULL
8097,30,1,NULL
8099,878,2,NULL
8099,1871,1,NULL
1361,402,1,NULL
8100,35,1,NULL
8100,1018,2,NULL
8100,3369,3,NULL
8102,803,4,NULL
8102,1451,3,NULL
8102,1344,2,NULL
8102,58,1,NULL
8104,1424,1,NULL
8104,1706,2,NULL
8105,3074,2,NULL
8105,2289,1,NULL
20756,89,1,NULL
7370,3701,3,NULL
7370,1264,2,NULL
7370,1283,1,NULL
8106,2666,2,NULL
8106,91,1,NULL
8106,823,3,NULL
4744,878,2,NULL
4744,2318,1,NULL
4561,21,1,NULL
4561,886,3,NULL
4561,2667,2,NULL
14,445,2,NULL
14,1085,1,NULL
6982,1316,1,NULL
8080,21,1,NULL
8080,846,4,NULL
8080,987,3,NULL
8080,994,2,NULL
7357,842,3,NULL
7357,782,2,NULL
7357,56,1,NULL
8081,92,1,NULL
8081,2022,2,NULL
8082,824,2,NULL
8082,2668,1,NULL
8084,1103,3,NULL
8084,1093,2,NULL
8084,110,1,NULL
4233,374,3,NULL
4233,4055,4,NULL
8085,735,1,NULL
8085,889,2,NULL
8086,35,1,NULL
8086,987,3,NULL
8086,1708,2,NULL
6442,1847,2,3
6442,43,1,2
6442,1650,3,1
6510,2617,1,1
8247,1056,2,NULL
8247,2671,1,NULL
8248,874,2,NULL
8248,2672,1,NULL
8201,1518,2,NULL
8201,91,1,NULL
8201,878,3,NULL
8249,2298,1,NULL
8249,2675,2,NULL
6511,820,2,NULL
6511,1518,1,NULL
8250,1518,1,NULL
6450,822,3,NULL
6450,1293,2,NULL
6450,1070,1,NULL
8251,2873,2,NULL
8251,1490,3,NULL
8251,2056,1,NULL
8252,1031,1,NULL
8252,2873,2,NULL
8253,884,2,NULL
8253,495,1,NULL
8254,824,2,NULL
8254,1494,1,NULL
1067,902,2,NULL
1067,2682,1,NULL
8255,2683,1,1
8255,2684,2,2
8135,2687,2,NULL
8135,4086,3,NULL
8137,809,2,1
8137,2688,1,2
8138,874,2,1
8138,2689,1,2
860,872,2,NULL
860,355,1,NULL
8140,1365,1,NULL
1037,784,1,NULL
1037,1393,2,NULL
8142,1249,2,NULL
8142,2102,1,NULL
5676,2530,1,1
8143,2202,1,NULL
8144,2692,2,NULL
8144,297,1,NULL
8145,2604,2,NULL
8145,2693,3,NULL
7450,878,2,NULL
8146,809,2,NULL
8146,2694,1,NULL
4095,56,1,NULL
4095,532,2,NULL
4095,809,3,NULL
6635,1325,1,NULL
6030,2695,1,NULL
6030,3993,2,NULL
8312,347,1,NULL
8312,1393,2,NULL
8313,1064,3,NULL
8313,2227,2,NULL
8313,2217,1,NULL
8314,357,2,NULL
8314,910,3,NULL
8314,1290,1,NULL
8315,58,1,NULL
8315,1638,2,NULL
8315,2148,3,NULL
7441,2697,3,NULL
7441,1351,2,NULL
7441,100,1,NULL
8318,21,1,NULL
8318,338,2,NULL
8320,1820,2,1
8320,91,1,2
8363,4055,3,NULL
3578,2230,3,NULL
3578,774,2,NULL
3578,321,1,NULL
8364,768,1,NULL
8364,1650,2,NULL
8365,1516,2,NULL
8365,1206,1,NULL
5883,1927,3,NULL
5883,1694,2,NULL
5883,1439,1,NULL
8367,1393,2,NULL
8367,1818,1,NULL
8369,4085,3,NULL
8369,255,2,NULL
3713,1772,2,NULL
8370,869,2,NULL
8370,2036,1,NULL
6712,1064,2,NULL
6712,3077,1,NULL
8372,2702,2,NULL
8372,2,1,NULL
8372,987,3,NULL
8373,572,3,NULL
8373,2703,2,NULL
8373,1200,1,NULL
8013,759,2,NULL
8013,21,1,NULL
4739,1242,2,1
4739,2211,1,2
8014,2073,2,NULL
8014,194,1,NULL
8016,2352,1,NULL
8016,2353,2,NULL
7450,2909,1,NULL
4500,823,3,NULL
4500,255,2,NULL
10167,1097,3,NULL
6534,2704,1,NULL
6534,3523,2,NULL
8019,3077,1,NULL
1217,987,2,NULL
1217,1820,1,NULL
460,1195,1,NULL
21036,1177,1,NULL
8022,2348,1,NULL
8022,4165,2,NULL
1540,467,1,NULL
8023,3555,2,NULL
8023,3639,1,NULL
5422,4086,2,NULL
8024,2711,1,1
7883,3089,1,NULL
2471,4055,2,NULL
7884,846,2,NULL
7884,3089,1,NULL
7885,4085,3,NULL
7885,3089,2,NULL
8385,3089,2,NULL
8385,4086,3,NULL
8384,3089,1,NULL
8384,222,2,NULL
7886,3089,1,NULL
7886,2712,2,NULL
1621,1795,2,2
7887,3558,2,NULL
7887,3089,1,NULL
6271,4055,2,NULL
2768,78,1,NULL
2768,1359,2,NULL
4921,1359,1,NULL
4921,868,2,NULL
6970,886,2,NULL
6970,1359,1,NULL
8386,1391,1,NULL
8386,910,3,NULL
8386,1359,2,NULL
7889,533,1,NULL
7889,1049,2,NULL
7890,1049,2,NULL
7890,533,1,NULL
7890,881,3,NULL
7891,533,1,NULL
7891,987,2,NULL
6222,987,3,NULL
6222,533,2,NULL
6222,809,4,NULL
6222,1085,1,NULL
7892,533,2,NULL
7892,886,3,NULL
7892,465,1,NULL
2280,558,1,NULL
7893,558,1,NULL
7893,809,2,NULL
473,822,3,NULL
473,558,2,NULL
473,1085,1,NULL
7894,558,1,NULL
7894,870,2,NULL
8387,869,3,NULL
8387,3821,2,NULL
8387,558,1,NULL
8388,1871,1,NULL
7896,1103,2,NULL
7896,1871,1,NULL
7898,1297,2,NULL
7898,1871,1,NULL
8390,650,1,NULL
8391,809,3,NULL
8391,4038,2,NULL
8391,1204,1,NULL
8392,881,2,NULL
8392,974,1,NULL
8392,869,3,NULL
8393,2259,3,NULL
8393,1224,2,NULL
8393,1014,1,NULL
8394,2720,3,NULL
8394,2362,2,NULL
8394,91,1,NULL
8394,869,4,NULL
8395,869,2,1
8395,2721,1,2
23612,434,1,NULL
8396,3993,3,NULL
8396,2014,1,NULL
8396,1926,2,NULL
869,912,3,NULL
869,508,2,NULL
869,530,1,NULL
8397,870,2,NULL
8397,2722,1,NULL
8398,270,1,NULL
8398,869,2,NULL
7713,2723,1,2
7713,2724,2,1
4044,218,1,NULL
4044,822,2,NULL
8400,218,1,NULL
8400,4287,2,NULL
8401,822,3,NULL
8401,219,2,NULL
8401,3,1,NULL
13576,1240,2,NULL
8403,1127,1,NULL
8403,3608,2,NULL
1093,985,2,NULL
1093,485,1,NULL
8404,1158,2,NULL
8404,1709,1,NULL
1313,2380,1,NULL
1313,1872,2,NULL
1312,820,2,NULL
1312,2380,1,NULL
8405,987,3,NULL
8405,1085,1,NULL
8405,1820,2,NULL
1353,100,1,NULL
1353,822,3,NULL
1353,2372,2,NULL
5146,888,3,NULL
5146,1079,2,NULL
8321,823,3,NULL
8321,1044,2,NULL
8321,1772,1,NULL
8322,2731,3,NULL
8322,434,2,NULL
8322,21,1,NULL
4824,1701,1,NULL
4824,2733,3,NULL
4824,1697,2,NULL
5009,100,1,NULL
8324,717,1,NULL
8324,824,2,NULL
8324,896,3,NULL
545,803,4,NULL
667,106,1,NULL
8325,4108,2,NULL
8327,1177,1,NULL
8327,4147,2,NULL
8329,2738,2,NULL
8329,3,1,NULL
8329,836,3,NULL
8332,1490,2,NULL
8332,1759,1,NULL
8334,35,1,NULL
8334,823,3,NULL
8334,1422,2,NULL
8335,884,2,NULL
8335,2077,1,NULL
8107,944,2,NULL
8107,788,1,NULL
7448,2908,2,NULL
8108,2693,3,1
8108,2768,2,3
8108,2905,1,2
8110,823,3,NULL
8110,2302,2,NULL
7448,2022,1,NULL
8111,897,2,NULL
8111,1989,1,NULL
8113,91,1,NULL
8113,1023,2,NULL
8114,803,2,NULL
8114,2063,1,NULL
8115,1139,2,NULL
8115,1616,1,NULL
8116,884,2,NULL
8116,1209,1,NULL
8463,3,1,NULL
8463,1685,2,NULL
8464,999,1,NULL
8464,1103,2,NULL
8465,1065,3,NULL
8465,1526,2,NULL
8465,21,1,NULL
6850,809,2,NULL
6850,2286,1,NULL
8467,276,2,NULL
8467,40,1,NULL
8822,1217,1,NULL
8468,56,1,NULL
8822,1742,2,NULL
408,2744,1,1
6038,553,1,NULL
6038,809,2,NULL
8469,1210,1,NULL
1225,2573,2,NULL
1225,340,1,NULL
8181,1760,2,NULL
8181,100,1,NULL
8181,855,3,NULL
8470,2098,2,NULL
8470,4198,1,NULL
1594,4055,2,NULL
4131,3935,1,NULL
7712,1393,2,1
7712,2747,1,2
1632,756,2,NULL
1632,35,1,NULL
8471,2748,1,1
8472,2749,1,1
4775,1103,2,NULL
4775,1756,1,NULL
8226,1702,3,NULL
8226,1650,4,NULL
8226,1183,1,NULL
8226,1358,2,NULL
5389,987,3,NULL
5389,774,2,NULL
5389,21,1,NULL
5390,770,2,NULL
5390,1031,1,NULL
5390,1650,3,NULL
4067,1897,2,NULL
4067,1896,1,NULL
5391,884,2,NULL
5391,3012,1,NULL
5392,31,1,NULL
5392,1803,2,NULL
5396,2214,2,1
5401,529,1,NULL
5401,2758,3,NULL
5401,752,2,NULL
5402,869,2,NULL
5402,2404,1,NULL
10382,786,1,NULL
5403,2046,1,NULL
5403,3341,2,NULL
5404,170,2,NULL
5404,2533,1,NULL
5405,89,1,NULL
5405,752,2,NULL
5405,2758,3,NULL
4792,869,3,NULL
5406,93,1,NULL
5406,2759,2,NULL
5407,100,1,NULL
5407,987,3,NULL
5407,1697,2,NULL
985,1065,2,NULL
985,1428,1,NULL
5409,743,1,NULL
5410,1633,1,NULL
5412,3383,1,NULL
5413,2761,2,NULL
5413,2218,1,NULL
5414,884,3,NULL
5414,865,2,NULL
5414,235,1,NULL
4658,166,2,NULL
4658,2762,1,NULL
1418,197,1,NULL
2424,2764,1,NULL
5417,823,3,NULL
5417,2185,2,NULL
5417,21,1,NULL
8469,2765,2,NULL
961,813,3,NULL
961,515,2,NULL
961,1177,1,NULL
14101,3191,1,NULL
8374,788,1,NULL
8374,3681,2,NULL
8375,889,2,NULL
8375,2766,1,NULL
8376,91,1,2
8376,2610,2,1
8377,2348,2,NULL
4730,93,1,3
8377,93,1,NULL
8379,812,2,NULL
8379,2768,1,NULL
8380,807,2,NULL
8380,3197,1,NULL
8052,458,1,NULL
8052,878,2,NULL
8054,886,3,NULL
8054,1716,2,NULL
8054,1085,1,NULL
5771,2905,1,NULL
4258,804,2,NULL
4258,1454,1,NULL
4258,3374,3,NULL
8055,2775,2,NULL
8055,1399,1,NULL
8056,1316,1,NULL
8056,812,3,NULL
8056,1391,2,NULL
8059,56,1,NULL
8059,1103,3,NULL
8059,2776,2,NULL
8060,868,3,NULL
8060,185,2,NULL
8060,58,1,NULL
8061,2198,3,NULL
8061,1112,2,NULL
8061,1162,4,NULL
8087,594,2,NULL
8087,43,1,NULL
8087,1123,3,NULL
8088,2063,2,NULL
8088,822,4,NULL
8088,2540,3,NULL
8088,100,1,NULL
6048,842,2,NULL
6048,782,1,NULL
8091,106,1,NULL
8091,309,2,NULL
8091,886,3,NULL
8092,110,1,NULL
8092,309,2,NULL
8092,1065,3,NULL
6059,2559,2,NULL
6059,54,1,NULL
6878,823,3,NULL
6878,2248,2,NULL
6878,1344,1,NULL
4511,100,1,NULL
4511,1861,2,NULL
4511,2290,3,NULL
1524,74,1,NULL
1524,353,2,NULL
8608,30,1,NULL
8608,987,3,NULL
8608,1526,2,NULL
8609,759,2,NULL
8609,1188,1,NULL
8610,121,1,NULL
8610,1065,4,NULL
15735,874,2,NULL
8610,2063,3,NULL
8611,812,3,NULL
8611,1422,2,NULL
8611,1358,1,NULL
8612,2416,1,NULL
8612,340,2,NULL
8612,823,3,NULL
8151,1468,2,NULL
8151,1344,1,NULL
7438,1064,3,NULL
7438,2794,2,NULL
7438,1085,1,NULL
8613,4085,3,NULL
8613,2795,2,NULL
4064,1760,2,NULL
4064,100,1,NULL
8615,1065,3,NULL
8615,1218,2,NULL
8615,1219,1,NULL
8616,3,1,NULL
8616,252,2,NULL
8616,823,3,NULL
628,2155,2,NULL
6971,823,2,NULL
8617,864,2,NULL
8617,3449,1,NULL
3878,2798,2,NULL
3878,1,1,NULL
1089,987,3,NULL
1089,994,2,NULL
6971,963,1,NULL
8588,1064,3,NULL
8588,1113,2,NULL
8588,1874,1,NULL
6073,1374,2,NULL
6073,30,1,NULL
6073,987,3,NULL
8589,650,1,NULL
8589,2064,2,NULL
8589,2799,3,NULL
3806,2974,2,NULL
3806,662,1,NULL
8592,886,3,NULL
8592,2401,2,NULL
8818,1117,1,NULL
1359,1112,1,NULL
8593,43,1,NULL
8593,1416,2,NULL
8593,3580,3,NULL
8594,21,1,NULL
8594,699,2,NULL
8595,602,2,NULL
8595,1679,1,NULL
8595,987,3,NULL
8596,1384,1,NULL
8596,1409,2,NULL
989,987,2,NULL
989,1691,1,NULL
8597,870,2,NULL
8597,735,1,NULL
404,416,1,NULL
404,2806,2,NULL
416,2016,2,NULL
416,297,1,NULL
423,1181,1,NULL
423,2807,2,NULL
601,878,3,NULL
601,735,2,NULL
601,21,1,NULL
600,735,1,NULL
600,872,2,NULL
11171,1530,1,NULL
567,1679,3,NULL
567,3610,4,NULL
567,58,1,NULL
567,21,2,NULL
571,100,1,NULL
571,1780,2,NULL
571,2811,3,NULL
587,717,3,NULL
587,944,4,NULL
587,1344,2,NULL
587,58,1,NULL
542,2229,1,NULL
428,1502,3,NULL
428,100,2,NULL
428,1364,1,NULL
8256,119,1,NULL
8256,809,3,NULL
8256,1141,2,NULL
8410,338,2,NULL
8410,911,3,NULL
8410,1210,1,NULL
8411,2815,1,NULL
8411,338,2,NULL
8411,822,3,NULL
8621,1679,1,NULL
1114,2,1,NULL
1114,1573,3,NULL
1114,2702,2,NULL
8624,1228,2,NULL
8624,2816,1,NULL
6027,944,3,NULL
6027,1494,2,NULL
6027,967,1,NULL
8458,842,3,NULL
8458,1085,1,NULL
8458,2123,2,NULL
632,886,3,NULL
632,1206,1,NULL
632,2020,2,NULL
8627,824,2,NULL
8627,999,1,NULL
8257,820,2,1
8257,2818,1,2
8258,714,1,NULL
8258,2024,2,NULL
12546,809,4,NULL
3153,2820,1,NULL
174,35,1,NULL
174,2820,2,NULL
8412,100,1,NULL
8412,770,2,NULL
8413,908,2,NULL
8413,1933,1,NULL
6716,3,1,NULL
6716,1459,2,NULL
8420,58,1,NULL
8420,148,2,NULL
8420,809,3,NULL
7962,2824,2,NULL
7962,740,1,NULL
7963,878,3,1
7963,1327,2,3
7963,107,1,2
7964,809,3,1
7964,352,2,3
7964,107,1,2
7965,107,1,NULL
7965,321,2,NULL
7965,809,3,NULL
7966,58,1,NULL
7966,133,2,NULL
7966,886,3,NULL
1239,1721,3,NULL
1239,714,2,NULL
1239,58,1,NULL
7967,1127,1,NULL
7967,2752,2,NULL
7968,865,3,NULL
7968,1128,2,NULL
7968,1127,1,NULL
7969,1031,1,3
7969,1097,4,4
7969,1093,2,2
7969,985,3,1
8563,887,3,NULL
8563,809,2,NULL
8563,1195,1,NULL
8564,822,3,NULL
8564,2825,2,NULL
8564,21,1,NULL
8565,59,1,NULL
8565,823,3,NULL
8565,1270,2,NULL
8566,897,2,1
8566,1756,1,2
8569,449,1,NULL
8569,874,2,NULL
4507,4265,2,NULL
4507,2127,1,NULL
8196,347,1,NULL
20434,347,1,NULL
8576,886,2,NULL
8576,1909,1,NULL
8578,823,3,1
8578,2533,2,3
8578,100,1,2
8580,1537,1,NULL
8580,2829,2,NULL
8582,118,1,NULL
8582,358,2,NULL
8582,987,3,NULL
8584,1553,3,NULL
8584,717,2,NULL
8584,1024,1,NULL
610,812,3,NULL
610,1090,2,NULL
610,1505,1,NULL
8585,118,1,2
8585,884,3,NULL
4089,1297,3,NULL
4089,721,2,NULL
4089,21,1,NULL
8586,812,3,1
8586,1243,2,2
8586,1206,1,3
8587,864,3,NULL
8587,1701,1,NULL
8587,449,2,NULL
1603,823,2,NULL
1603,1422,1,NULL
8598,959,2,1
8598,2838,1,2
8599,842,3,NULL
8599,735,2,NULL
8599,21,1,NULL
1029,823,3,NULL
1029,1182,2,NULL
1029,1701,1,NULL
8600,1591,2,NULL
8600,2840,1,NULL
8600,2842,3,NULL
8601,2703,1,NULL
8601,572,2,NULL
8167,2843,1,NULL
8167,305,2,NULL
8167,869,3,NULL
471,556,2,NULL
471,823,3,NULL
471,1024,1,NULL
8602,823,3,NULL
8602,2493,2,NULL
8602,1753,1,NULL
8603,43,1,2
8603,400,2,3
8603,2693,3,1
8604,21,1,NULL
8604,358,2,NULL
8604,1065,3,NULL
8605,2845,3,NULL
8605,2348,2,NULL
8606,252,2,NULL
8606,823,3,NULL
8606,1325,1,NULL
8607,942,3,NULL
8607,1464,2,NULL
8607,2591,1,NULL
8339,35,1,NULL
8339,987,4,NULL
8339,1734,2,NULL
8339,2194,3,NULL
8340,876,3,1
8340,3011,2,2
8340,1085,1,3
8341,55,1,NULL
8341,803,3,NULL
8341,1452,2,NULL
8342,1177,2,3
8342,594,3,4
8342,121,1,2
8342,1065,4,1
8343,2849,3,NULL
8343,1065,4,NULL
8343,35,1,NULL
8343,21,2,NULL
8346,1065,3,NULL
8346,2510,2,NULL
8346,1394,1,NULL
8347,1304,2,1
8347,2851,1,2
5479,100,1,NULL
5479,338,2,NULL
5480,987,3,NULL
5480,1709,2,NULL
5480,2418,1,NULL
5482,4055,3,NULL
5482,200,1,NULL
5485,959,2,NULL
5485,1720,1,NULL
5486,1195,1,NULL
8147,2856,1,NULL
8147,869,2,NULL
6403,1600,3,NULL
6403,2179,2,NULL
6403,1112,1,NULL
1529,532,1,NULL
1529,809,2,NULL
8159,1805,1,NULL
8159,864,2,NULL
4538,842,2,NULL
4538,1298,1,NULL
8152,2857,2,NULL
8152,503,1,NULL
8153,3897,2,NULL
8153,43,1,NULL
8153,2858,3,NULL
8154,4085,2,NULL
8155,495,1,NULL
8155,809,2,NULL
4867,1477,2,NULL
4867,2513,1,NULL
4138,2859,2,NULL
4138,35,1,NULL
8818,1812,2,NULL
8158,2693,3,NULL
8158,2860,2,NULL
7451,188,1,NULL
7451,869,3,NULL
7451,2861,2,NULL
5490,1426,2,NULL
5490,2863,1,NULL
1156,4086,2,NULL
5491,1652,2,NULL
5491,1957,1,NULL
5492,1834,1,NULL
8658,2758,2,NULL
8658,155,1,NULL
9914,3567,3,NULL
5429,721,1,NULL
1471,100,1,2
8034,535,1,NULL
8034,1795,2,NULL
8034,3559,3,NULL
8035,537,1,NULL
8035,1650,2,NULL
8036,2864,2,1
8036,2092,1,2
6251,171,3,NULL
6251,170,2,NULL
7245,1249,2,NULL
7245,1626,1,NULL
7434,853,3,NULL
7434,1600,1,NULL
7434,4265,2,NULL
1275,987,3,NULL
1275,1505,1,NULL
1275,1506,2,NULL
8037,1056,2,NULL
8037,2866,1,NULL
8039,845,3,NULL
8039,118,1,NULL
8039,1820,2,NULL
8040,201,1,NULL
8040,869,2,NULL
